Assay Type,Molecule Name,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,Original Smiles,nM,Inhibitor
B,,3024.48,,,IC50,=,23.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)NCCOCCOCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)CCOCCOCCOCCOCCOCCNC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@H](N)CC(C)C)C(N)=O,23.0,1
B,,743.87,-0.69,2.0,IC50,=,2200.0,nM,C[C@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC1=O,2200.0,0
B,,342.91,4.65,0.0,IC50,=,10000.0,nM,Cc1cccc(CNCC2CCN(Cc3ccc(Cl)cc3)CC2)c1,10000.0,0
B,,729.84,-1.07,2.0,IC50,=,4.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,4.0,1
B,,490.78,6.16,1.0,IC50,=,67.5,nM,c1cc(-c2ccc(CNCCCNC3CCCCC3)cc2)ccc1CNCCCNC1CCCCC1,67.5,1
F,,1517.89,,,IC50,=,11767.0,nM,CSCC[C@@H](NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C(C)C,10690.5,0
F,,513.73,3.38,1.0,IC50,=,39.0,nM,NCCCCN(C[C@H]1CN(S(=O)(=O)c2cc3ccccc3s2)CCN1)[C@H]1CCCc2cccnc21,39.0,1
F,,580.78,5.1,2.0,IC50,=,124.0,nM,O=C(Cn1c2ccccc2c2ccnc(CN(CCCC3CCNCC3)[C@H]3CCCc4cccnc43)c21)N1CCOCC1,124.0,1
B,,2107.52,,,IC50,=,5.2,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)C(CCCNC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(CCCNC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,5.2,1
B,,3025.66,,,IC50,=,5.67,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)C1)C(=O)O,5.67,1
B,,779.09,3.28,2.0,IC50,=,74000.0,nM,CNC(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)NC[C@H]1CC[C@H](/N=C(/NC2CCCCC2)SCC2=CSC3=NC(C)(C)CN23)CC1,76150.0,0
B,,428.58,4.14,0.0,IC50,>,7.0,nM,CC(C)(NC[C@@H]1CCN(CCc2c[nH]c3ccc(-n4cnnc4)cc23)C1)c1ccccc1,7.0,0
B,,414.56,3.96,0.0,IC50,>,7.0,nM,CC(NC[C@@H]1CCN(CCc2c[nH]c3ccc(-n4cnnc4)cc23)C1)c1ccccc1,7.0,0
B,,436.6,2.99,0.0,IC50,=,101.0,nM,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCC(N3CCOCC3)CC2)n1,101.0,1
F,,317.48,1.06,0.0,IC50,=,1200.0,nM,NCCCCN(C[C@@H]1CNCCN1)[C@H]1CCCc2cccnc21,1200.0,0
F,,399.54,4.44,0.0,IC50,=,1046.0,nM,CN(Cc1nccc2c3ccccc3n(CCCN)c12)[C@H]1CCCc2cccnc21,1046.0,0
F,,340.52,4.08,0.0,IC50,=,18.0,nM,CC(c1ccccn1)N(CCCCN)Cc1ncccc1C(C)(C)C,18.0,1
B,,483.64,4.98,0.0,IC50,>,15000.0,nM,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCOc2ccc(-c3nccs3)cc2)C1,15000.0,0
B,,740.91,1.93,2.0,IC50,>,30000.0,nM,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)N(C)C1=O,30000.0,0
F,,462.64,2.56,0.0,IC50,=,959.0,nM,NC(=O)N1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,959.0,0
B,,769.91,-0.25,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
F,,617.8,5.29,2.0,IC50,=,8650.0,nM,O=C(Cn1c2ccccc2c2ccnc(CN(CCCCNCc3ccccn3)[C@H]3CCCc4cccnc43)c21)N1CCOCC1,8650.0,0
B,,1983.42,,,IC50,=,27000.0,nM,C[C@H]1/C=C\[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)CSSC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)C(CCCNC(N)=O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,28500.0,0
B,,366.51,2.66,0.0,IC50,=,620.0,nM,Cc1nc(CN2CCCCC2c2ccccn2)cc(N2CCN(C)CC2)n1,620.0,0
B,,368.49,1.59,0.0,IC50,=,640.0,nM,c1cnc2c(c1)CCCC2N(Cc1ccncn1)NCCN1CCOCC1,640.0,0
B,,396.54,2.43,0.0,IC50,=,66.0,nM,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(NCCN2CCOCC2)n1,66.0,1
B,,2872.44,,,IC50,=,95.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,95.0,1
B,,3269.92,,,IC50,=,90.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cc2cccc3ccc4cccc1c4c32)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,90.0,1
B,,743.87,-0.68,2.0,IC50,=,6000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CCNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,6000.0,0
F,,399.54,4.73,0.0,IC50,=,30.0,nM,NCCCCN(Cc1nccc2c1[nH]c1ccccc12)[C@H]1CCCc2cccnc21,30.0,1
B,,743.87,-0.73,2.0,IC50,=,128.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@H]1Cc1ccc(O)cc1,128.0,1
F,,453.63,5.61,1.0,IC50,=,4.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC3CC3)c12)[C@H]1CCCc2cccnc21,4.0,1
B,,380.54,2.83,0.0,IC50,=,17.0,nM,CCN(Cc1cc(N2CCN(C)CC2)nc(C)n1)C1CCCc2cccnc21,17.0,1
F,,433.64,3.63,0.0,IC50,=,14.1,nM,C[C@@H]1CN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)C[C@H](C)N1C,14.1,1
B,,783.93,0.19,2.0,IC50,>,30000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,30000.0,0
B,,803.36,1.28,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,743.87,-0.69,2.0,IC50,=,23000.0,nM,C[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC1=O,23000.0,0
B,,3081.73,,,IC50,=,69.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,69.0,1
B,,832.96,1.3,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2Cc3ccccc3N2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
F,,492.09,2.82,0.0,IC50,=,2.0,nM,NCCCCN(C[C@H]1CN(S(=O)(=O)c2ccc(Cl)cc2)CCN1)[C@H]1CCCc2cccnc21,2.0,1
B,,1449.69,,,IC50,=,474.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,502.45,0
F,,496.7,4.94,0.0,IC50,=,90.3,nM,c1ccc2c(c1)CN[C@@H](CN(Cc1ccc(CNC3CCOCC3)cc1)[C@H]1CCCc3cccnc31)C2,90.3,1
B,,332.45,3.78,0.0,IC50,=,1200.0,nM,c1ccc(Cc2cn[nH]c2C2CCN(Cc3ccncc3)CC2)cc1,5600.0,0
B,,358.51,3.49,0.0,IC50,=,8.9,nM,CN(Cc1ccccc1)S(=O)(=O)c1ccc(CN2CCCCC2)cc1,8.9,1
F,,441.54,4.19,0.0,IC50,=,126.0,nM,NCc1cc(C(=O)O)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,126.0,1
F,,417.6,2.76,0.0,IC50,=,10.3,nM,CN(C[C@H]1Cc2c(cccc2N2C[C@H]3CNC[C@H]3C2)CN1)[C@H]1CCCc2cccnc21,10.3,1
B,,701.88,-1.74,2.0,IC50,>,10000.0,nM,CN1C(=O)[C@@H](NC(=O)CCN=C(N)N)CSSC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCN=C(N)N,10000.0,0
B,,874.02,1.55,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,598.84,3.8,2.0,IC50,=,70.4,nM,Cc1cc(NC2CCN(CCCCCC(=O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,70.4,1
B,,797.96,0.53,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCCNC(=N)N,30000.0,0
B,,726.88,1.54,2.0,IC50,>,30000.0,nM,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)N(C)C1=O,30000.0,0
F,,377.54,4.36,0.0,IC50,=,75.0,nM,NCCCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,75.0,1
F,,454.62,4.29,0.0,IC50,=,18.0,nM,c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1nccc2c1[nH]c1ccccc12,18.0,1
B,,728.86,-0.62,2.0,IC50,=,4.2,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=N)[C@H](Cc2ccc3ccccc3c2)NC1=O,4.2,1
B,,422.01,3.19,0.0,IC50,>,10000.0,nM,CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccccc1)CC2.Cl,20000.0,0
F,,321.43,2.8,0.0,IC50,=,1369.0,nM,NCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1369.0,0
F,,358.92,2.99,0.0,IC50,>,33000.0,nM,NCCCCN(Cc1cc(Cl)ccn1)C[C@H]1Cc2ccccc2CN1,33000.0,0
F,,558.75,3.79,1.0,IC50,=,61.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)N3CC[S+]([O-])CC3)c12)[C@H]1CCCc2cccnc21,61.0,1
F,,457.58,4.29,0.0,IC50,=,864.0,nM,NCCCCN(Cc1cc2c3ccccc3n(CC(=O)O)c2cn1)[C@H]1CCCc2cccnc21,864.0,0
B,,814.94,-0.44,2.0,IC50,=,67.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CCCC(N)=O,67.0,1
F,,377.54,4.18,0.0,IC50,=,87.0,nM,CN(C)CCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,87.0,1
B,,1994.44,,,IC50,=,7300.0,nM,C[C@H]1/C=C\[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)CSSC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)C(CCCNC(N)=O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,7100.0,0
F,,539.73,3.98,1.0,IC50,=,30.0,nM,CN1CCN(C(=O)Cn2c3ccccc3c3ccnc(CN(CCCCN)[C@H]4CCCc5cccnc54)c32)CC1,30.0,1
B,,583.71,0.42,2.0,IC50,=,67.0,nM,Br.c1cc(CN2CCCNCCNCCNCCC2)ccc1CN1CCCNCCNCCNCCC1,67.0,1
B,,434.72,6.15,1.0,IC50,=,8.8,nM,CC1(C)CN2C(CS/C(=N\C3CCCCCC3)NC3CCCCCC3)=CSC2=N1,5.45,1
B,,2877.35,,,IC50,=,25.45,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N(CCCCCC(=O)O)[C@@H](CCCCN[C@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@H](C)O)[C@H](C)O)C(N)=O,25.45,1
B,,715.82,-0.69,2.0,IC50,=,4.5,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,4.5,1
F,,376.55,3.38,0.0,IC50,=,28.0,nM,C/C(=C/CN)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,28.0,1
B,,351.5,3.54,0.0,IC50,=,150.0,nM,c1ccc(CN2CCC(Nc3nccc(N4CCCCCC4)n3)C2)cc1,150.0,1
B,,677.81,-1.14,2.0,IC50,=,10000.0,nM,N=C(N)NCCC(=O)N[C@H]1CC/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,10000.0,0
B,,261.2,3.03,0.0,IC50,>,10000.0,nM,CN(C)CCCNCc1ccc(Cl)c(Cl)c1,10000.0,0
B,,509.7,3.81,1.0,IC50,=,18.0,nM,CN1CCN(c2cc(CN(CCCCNC(=O)OC(C)(C)C)C3CCCc4cccnc43)ncn2)CC1,18.0,1
F,,580.78,4.76,1.0,IC50,=,44.0,nM,O=C(Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)[C@H]3CCCc4cccnc43)c21)C1CCOCC1,44.0,1
F,,490.66,5.65,1.0,IC50,=,120.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(Cc3ccncc3)c12)[C@H]1CCCc2cccnc21,120.0,1
B,,406.67,5.37,1.0,IC50,=,8.0,nM,CC1(C)CN2C=C(CS/C(=N/C3CCCCC3)NC3CCCCC3)SC2=N1,8.0,1
B,,814.99,1.21,2.0,IC50,>,30000.0,nM,CC(C)C[C@H]1C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CCCNC(N)=O)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N1C,30000.0,0
B,,3195.83,,,IC50,=,64.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,64.0,1
B,,500.08,4.6,0.0,IC50,>,30000.0,nM,CCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,30000.0,0
F,,363.47,3.1,0.0,IC50,=,3200.0,nM,NCCCC(=O)N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,3200.0,0
F,,443.6,4.2,0.0,IC50,=,11.0,nM,NCCCCN(Cc1nccc2c3ccccc3n(CCO)c12)[C@H]1CCCc2cccnc21,11.0,1
B,,414.68,4.49,0.0,IC50,=,19.8,nM,c1cc(CNCCCNC2CCCCC2)ccc1CNCCCNC1CCCCC1,52.93333333333334,1
F,,455.65,4.44,0.0,IC50,=,15.3,nM,c1cncc(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)c1,15.3,1
B,,489.67,3.92,0.0,IC50,=,15.0,nM,CC(C)CN1CCC2(CCN(Cc3ccc(C(=O)N(Cc4ncc[nH]4)Cc4ncc[nH]4)cc3)CC2)C1,15.0,1
F,,405.59,2.82,0.0,IC50,=,16.1,nM,Cc1cnc2c(c1)CCC[C@@H]2N(C)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,16.1,1
B,,421.59,2.73,0.0,IC50,>,10000.0,nM,CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)nc(N3CCCC3)n2)CC1,10000.0,0
F,,502.01,4.12,1.0,IC50,>,79000.0,nM,COc1cc(C(=O)NC2CC3CCCC(C2)N3CC(=O)Nc2ccc(Cl)cc2)cc(OC)c1OC,79000.0,0
F,,366.51,2.66,0.0,IC50,=,6.0,nM,NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCOc2cccnc21,6.0,1
B,,698.83,0.16,2.0,IC50,>,1000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\[C@@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H](CCCN=C(N)N)NC1=O,1000.0,0
F,,433.64,3.11,0.0,IC50,=,125.0,nM,CN1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,125.0,1
B,,706.94,8.22,3.0,IC50,=,93.0,nM,N=C(NCCCNCCCCN(CCCNC(=N)Nc1ccc2ccccc2c1)C(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,93.0,1
F,,403.57,2.66,0.0,IC50,=,20.7,nM,CN(C[C@H]1Cc2c(cccc2N2C[C@H]3C[C@@H]2CN3)CN1)[C@H]1CCCc2cccnc21,20.7,1
B,,1020.25,,,IC50,=,1800.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC(C)(C)[C@@H](C(=O)O)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,1800.0,0
F,,474.74,5.81,1.0,IC50,=,77.6,nM,CC1(C)CCC(NCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,77.6,1
B,,2877.35,,,IC50,=,26.76,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N(CCCCCC(=O)O)[C@H](CCCCN[C@@H](CS)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(N)=O)[C@@H](C)O)[C@@H](C)O)C(N)=O,26.76,1
